Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Mean,Bwd IAT Std,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count
22530,0.0,1,0,54,0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,0,0,1
34370,0.0,1,0,54,0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,0,0,1
12720,0.0,1,0,54,0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,1,0,0
53,1.0578341484069824,1,1,92,215,92.0,92.0,215.0,215.0,290.215626393153,1.8906555465351988,1.0578341484069824,0.0,1.0578341484069824,1.0578341484069824,0.0,0.0,0.0,0.0,0.9453277732675994,0.9453277732675994,92.0,215.0,153.5,61.5,3782.25,0,0,0
53,1.0683979988098145,1,1,92,227,92.0,92.0,227.0,227.0,298.57787112608133,1.8719615744581903,1.0683979988098145,0.0,1.0683979988098145,1.0683979988098145,0.0,0.0,0.0,0.0,0.9359807872290952,0.9359807872290952,92.0,227.0,159.5,67.5,4556.25,0,0,0
443,2.3686869144439697,4,8,216,456,54.0,54.0,66.0,57.0,283.7014870569109,5.066097983159122,0.21533517404036087,0.2244882638958585,0.6744248867034912,3.3855438232421875e-05,0.2301036516825358,0.028341529932291123,0.29985128130231586,0.22752405560675903,1.6886993277197075,3.377398655439415,54.0,66.0,56.0,4.47213595499958,20.0,4,0,3
16663,5.6575798988342285,7,2,392,108,56.0,56.0,54.0,54.0,88.37701083161501,1.5907861949690703,0.7071974873542786,0.7518030650320091,2.3821959495544434,7.891654968261719e-05,0.9429299831390381,0.7292900285017972,0.37261390686035156,0.0,1.2372781516426101,0.3535080433264601,54.0,56.0,55.55555555555556,0.8314794192830981,0.6913580246913581,0,0,2
16657,5.66443395614624,7,2,392,108,56.0,56.0,54.0,54.0,88.2700732096048,1.5888613177728865,0.70805424451828,0.7502327654160634,2.374964952468872,3.504753112792969e-05,0.9440723260243734,0.7268891096076798,0.3656198978424072,0.0,1.2357810249344672,0.35308029283841924,54.0,56.0,55.55555555555556,0.8314794192830981,0.6913580246913581,0,0,2
16661,5.66443395614624,7,2,392,108,56.0,56.0,54.0,54.0,88.2700732096048,1.5888613177728865,0.70805424451828,0.7349498154271588,2.2993621826171875,0.0001838207244873047,0.9440723260243734,0.7057071898202595,0.3727149963378906,0.0,1.2357810249344672,0.35308029283841924,54.0,56.0,55.55555555555556,0.8314794192830981,0.6913580246913581,0,0,2
16656,4.565084934234619,5,1,280,54,56.0,56.0,54.0,54.0,73.16402757268706,1.3143238486111448,0.9130169868469238,0.7571435390261095,2.273707151412964,5.602836608886719e-05,1.1412712335586548,0.675349796968127,0.0,0.0,1.0952698738426208,0.21905397476852415,54.0,56.0,55.666666666666664,0.7453559924999298,0.5555555555555555,0,0,1
16659,4.565084934234619,5,1,280,54,56.0,56.0,54.0,54.0,73.16402757268706,1.3143238486111448,0.9130169868469238,0.747967881749098,2.2461981773376465,0.0001289844512939453,1.1412712335586548,0.6624599239649575,0.0,0.0,1.0952698738426208,0.21905397476852415,54.0,56.0,55.666666666666664,0.7453559924999298,0.5555555555555555,0,0,1
16660,4.931062936782837,6,1,334,54,56.0,55.666666666666664,54.0,54.0,78.6848606424687,1.4195722280857757,0.8218438227971395,0.7463183956675224,2.222644090652466,0.00013685226440429688,0.9862125873565674,0.7115526429422221,0.0,0.0,1.2167761955020935,0.20279603258368223,54.0,56.0,55.42857142857143,0.9035079029052513,0.8163265306122449,0,0,2
16662,4.445623874664307,6,1,336,54,56.0,56.0,54.0,54.0,87.72671980250449,1.5745821503013628,0.7409373124440511,0.6997521056442174,2.041440010070801,0.00016188621520996094,0.8891247749328614,0.6751670278206314,0.0,0.0,1.3496418431154538,0.22494030718590896,54.0,56.0,55.714285714285715,0.6998542122237652,0.4897959183673469,0,0,1
16658,4.416538953781128,5,1,280,54,56.0,56.0,54.0,54.0,75.62482828642389,1.3585298494567166,0.8833077907562256,0.7411816629823716,2.1414568424224854,6.604194641113281e-05,1.104134738445282,0.6654901486594297,0.0,0.0,1.132108207880597,0.2264216415761194,54.0,56.0,55.666666666666664,0.7453559924999298,0.5555555555555555,0,0,1
443,6.402390956878662,3,10,187,570,78.0,62.333333333333336,66.0,57.0,118.23707816322698,2.0304914347714016,0.5335325797398885,0.5509775901300136,1.6999790668487549,4.00543212890625e-05,0.4657100439071655,0.4340730905532837,0.6420358816782633,0.5770620593249091,0.468574946485708,1.5619164882856933,54.0,78.0,58.23076923076923,6.350697674015476,40.33136094674557,1,0,1
443,6.195521831512451,3,10,163,570,55.0,54.333333333333336,66.0,57.0,118.31126092909918,2.098289757269153,0.516293485959371,0.698847067853406,2.3758678436279297,0.00010418891906738281,0.39776599407196045,0.1540130376815796,0.6860041088528104,0.7321241453532187,0.4842207132159584,1.6140690440531946,54.0,66.0,56.38461538461539,2.86996278556579,8.236686390532547,0,0,2
443,4.621047019958496,1,3,66,198,66.0,66.0,66.0,66.0,57.129909922961815,0.8656046958024517,1.540349006652832,0.40492711847666313,1.9979000091552734,1.013355016708374,0.0,0.0,1.5056275129318237,0.4922724962234497,0.21640117395061292,0.6492035218518388,66.0,66.0,66.0,0.0,0.0,0,4,0
12295,0.0,1,0,54,0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,0,0,1
1900,6.0379638671875,4,0,668,0,167.0,167.0,0.0,0.0,110.63332187695853,0.6624749812991529,2.0126546223958335,0.0012648605793602866,2.013817071914673,2.0108959674835205,2.0126546223958335,0.0012648605793602866,0.0,0.0,0.6624749812991529,0.0,167.0,167.0,167.0,0.0,0.0,0,0,0
5353,6.004359006881714,4,0,348,0,87.0,87.0,0.0,0.0,57.95789352387996,0.6661826841825282,2.0014530022939048,0.004287014472139152,2.0046041011810303,1.995391845703125,2.0014530022939048,0.004287014472139152,0.0,0.0,0.6661826841825282,0.0,87.0,87.0,87.0,0.0,0.0,0,0,0
443,6.7496490478515625,1,4,82,254,82.0,82.0,66.0,63.5,49.78036600391098,0.7407792560105799,1.6874122619628906,0.8439590196835347,2.8240180015563965,0.48833608627319336,0.0,0.0,1.5962196985880535,0.9573007720046831,0.148155851202116,0.592623404808464,56.0,82.0,67.2,8.352245207128439,69.75999999999999,0,0,0
